User Id,Date,SKU,Description,Category Description,Age
24F8AFBA,11/20/2017,141861,OV PLAIN LEATHER  Y0,Handbags & Access,32
24F8AFBA,9/12/2017,185847,"PLAIN WOOL/SILK NP, 1SIZE",Handbags & Access,32
24F8AFBA,8/6/2017,198206,FACETED DUO BANGL  N4,Jewellery,32
24F8AFBA,11/13/2017,197201,SPARKLE FLOWER RI  Y4,Jewellery,32
2C034FC9,12/5/2017,194505,DISCO RING  C8,Jewellery,21
2C034FC9,10/21/2017,150031,LEATHER GLOVE  J0,Handbags & Access,21
2C034FC9,11/24/2017,137072,ANIMAL BUCKLE GLO  SH,Handbags & Access,21
2F451593,9/19/2017,194505,DISCO RING  C8,Jewellery,20
2F451593,9/14/2017,183306,"CASHMERE STRIPE A4, 1SIZE",Handbags & Access,20
2758E19B,12/5/2017,194505,DISCO RING  C8,Jewellery,26
2758E19B,10/16/2017,183306,"CASHMERE STRIPE A4, 1SIZE",Handbags & Access,26
2758E19B,11/24/2017,187907,DANGLE BANGLES  A4,Jewellery,26
2758E19B,8/16/2017,158770,LEATHER GLOVE  SH,Handbags & Access,26
2DD33BBE,9/6/2017,194505,DISCO RING  C8,Jewellery,27
2DD33BBE,9/6/2017,137551,OV PLAIN LEATHER  A0,Handbags & Access,27
2DD33BBE,12/6/2017,150031,LEATHER GLOVE  J0,Handbags & Access,27
2DD33BBE,9/15/2017,137072,ANIMAL BUCKLE GLO  SH,Handbags & Access,27
2DD33BBE,9/19/2017,206439,HAMMERED STACKER  AN,Jewellery,27
2DD33BBE,11/17/2017,181610,"ASHMILLON SCARF B0, 1SIZE",Handbags & Access,27
2E4D655F,9/17/2017,194505,DISCO RING  C8,Jewellery,50
2E4D655F,11/14/2017,158770,LEATHER GLOVE  SH,Handbags & Access,50
2E4D655F,9/9/2017,213702,ORGANIC SWIRL BL  Z4,Jewellery,50
19014584,8/21/2017,194505,DISCO RING  C8,Jewellery,20
19014584,11/27/2017,179521,"ASHMILLON BERET A0, 1SIZE",Handbags & Access,20
19014584,11/19/2017,191373,BRUSHED MOON RING  T4,Jewellery,20
CE9E489,12/8/2017,194505,DISCO RING  C8,Jewellery,27
CE9E489,12/29/2017,151661,LEATHER GLOVE  KN,Handbags & Access,27
CE9E489,11/18/2017,193499,DAISY DUKE RING  S4,Jewellery,27
CE9E489,12/3/2017,141861,OV PLAIN LEATHER  Y0,Handbags & Access,27
CE9E489,11/24/2017,172185,BOBBLE SCARF F4,Handbags & Access,27
1CCF3FBF,11/27/2017,194505,DISCO RING  C8,Jewellery,23
29475B95,11/17/2017,194505,DISCO RING  C8,Jewellery,20
29475B95,9/21/2017,128697,STUDDED BOW GLOVE  Y0,Handbags & Access,20
29475B95,12/30/2017,141861,OV PLAIN LEATHER  Y0,Handbags & Access,20
29475B95,12/14/2017,213228,GYPSY STACK BANGL  W5,Jewellery,20
29475B95,10/23/2017,189455,ZEBRA BANGLE  Y4,Jewellery,20
31622151,12/5/2017,194505,DISCO RING  C8,Jewellery,53
31622151,8/15/2017,151661,LEATHER GLOVE  KN,Handbags & Access,53
31622151,9/20/2017,181450,"ASHMILLON SCARF Y0, 1SIZE",Handbags & Access,53
7FC809F,10/20/2017,194505,DISCO RING  C8,Jewellery,40
7FC809F,9/29/2017,166102,ASHMILLON SCARF Y0,Handbags & Access,40
7FC809F,9/29/2017,197201,SPARKLE FLOWER RI  Y4,Jewellery,40
7FC809F,9/10/2017,211153,HAMMERED STACKER  S4,Jewellery,40
33E9AA50,10/17/2017,194505,DISCO RING  C8,Jewellery,35
33E9AA50,11/27/2017,145332,LEATHER GLOVE  B0,Handbags & Access,35
33E9AA50,10/1/2017,195053,DISCO RING  Z0,Jewellery,35
33E9AA50,8/29/2017,191787,FLORAL RING  Y4,Jewellery,35
3C19E40,12/15/2017,194505,DISCO RING  C8,Jewellery,28
3C19E40,10/3/2017,143768,LEATHER GLOVE  AS,Handbags & Access,28
3C19E40,9/18/2017,157310,LEATHER GLOVE  QA,Handbags & Access,28
3C19E40,11/17/2017,189455,ZEBRA BANGLE  Y4,Jewellery,28
3C19E40,10/12/2017,124549,PIPED DRIVING GLO  F0,Handbags & Access,28
3C19E40,12/11/2017,215392,ANIMAL BANGLE  N4,Jewellery,28
144FFEA8,11/23/2017,194505,DISCO RING  C8,Jewellery,20
144FFEA8,10/20/2017,223062,SPECKLED BANGLE  N4,Jewellery,20
144FFEA8,9/26/2017,143768,LEATHER GLOVE  AS,Handbags & Access,20
144FFEA8,9/19/2017,173982,POSTMAN MESSENGER B0,Handbags & Access,20
144FFEA8,12/2/2017,140219,OV PLAIN LEATHER  KN,Handbags & Access,20
144FFEA8,11/7/2017,151269,LEATHER GLOVE  JX,Handbags & Access,20
2B82B9CB,12/24/2017,194505,DISCO RING  C8,Jewellery,49
2B82B9CB,12/25/2017,200573,ZIG ZAG BANGLE  J4,Jewellery,49
3403ADF5,10/29/2017,194505,DISCO RING  C8,Jewellery,32
3403ADF5,8/4/2017,194505,DISCO RING  C8,Jewellery,32
3403ADF5,9/16/2017,143768,LEATHER GLOVE  AS,Handbags & Access,32
3403ADF5,11/21/2017,131559,PIPED BOW GLOVE  Y4,Handbags & Access,32
3403ADF5,10/5/2017,173982,POSTMAN MESSENGER B0,Handbags & Access,32
3403ADF5,9/4/2017,191373,BRUSHED MOON RING  T4,Jewellery,32
3403ADF5,10/19/2017,155582,LEATHER GLOVE  P0,Handbags & Access,32
3403ADF5,12/10/2017,191787,FLORAL RING  Y4,Jewellery,32
32B963D9,9/3/2017,194505,DISCO RING  C8,Jewellery,32
32B963D9,9/14/2017,138907,OV PLAIN LEATHER  B0,Handbags & Access,32
32B963D9,9/30/2017,198742,FACETED DUO BANGL  SZ,Jewellery,32
32B963D9,12/2/2017,198742,FACETED DUO BANGL  SZ,Jewellery,32
32B963D9,9/17/2017,153716,LEATHER GLOVE  LN,Handbags & Access,32
201FDC72,9/17/2017,194505,DISCO RING  C8,Jewellery,32
201FDC72,10/2/2017,143768,LEATHER GLOVE  AS,Handbags & Access,32
201FDC72,10/25/2017,155582,LEATHER GLOVE  P0,Handbags & Access,32
2022438F,12/23/2017,194505,DISCO RING  C8,Jewellery,38
2022438F,11/20/2017,191373,BRUSHED MOON RING  T4,Jewellery,38
2022438F,9/28/2017,155582,LEATHER GLOVE  P0,Handbags & Access,38
30EBD70E,9/23/2017,194505,DISCO RING  C8,Jewellery,43
30EBD70E,8/20/2017,138907,OV PLAIN LEATHER  B0,Handbags & Access,43
30EBD70E,11/26/2017,225315,SPICE BANGLE  N4,Jewellery,43
30EBD70E,8/15/2017,182555,"CASHMERE STRIPE F4, 1SIZE",Handbags & Access,43
30EBD70E,9/5/2017,160639,ASHMILLON GLOVE A0,Handbags & Access,43
C06CB9,12/6/2017,194505,DISCO RING  C8,Jewellery,27
C06CB9,12/14/2017,145332,LEATHER GLOVE  B0,Handbags & Access,27
C06CB9,10/10/2017,176256,MEDINA KIMONO SV,Handbags & Access,27
C06CB9,9/1/2017,142089,OV SUEDE GLOVE  Y0,Handbags & Access,27
6DC73A9,11/18/2017,194505,DISCO RING  C8,Jewellery,49
6DC73A9,12/19/2017,184019,"BOBBLE SCARF F4, 1SIZE",Handbags & Access,49
6DC73A9,9/3/2017,212118,GYPSY STACK BANGL  NL,Jewellery,49
320A5CF1,10/20/2017,194505,DISCO RING  C8,Jewellery,34
320A5CF1,9/16/2017,221278,PRINT BANGLE  ZZ,Jewellery,34
320A5CF1,11/16/2017,150031,LEATHER GLOVE  J0,Handbags & Access,34
320A5CF1,8/20/2017,212118,GYPSY STACK BANGL  NL,Jewellery,34
18818325,11/22/2017,194505,DISCO RING  C8,Jewellery,21
2CF8B502,8/1/2017,194505,DISCO RING  C8,Jewellery,23
2CF8B502,8/16/2017,151661,LEATHER GLOVE  KN,Handbags & Access,23
2CF8B502,8/31/2017,157310,LEATHER GLOVE  QA,Handbags & Access,23
2CF8B502,12/1/2017,155582,LEATHER GLOVE  P0,Handbags & Access,23
2CF8B502,9/2/2017,206439,HAMMERED STACKER  AN,Jewellery,23
2CF8B502,11/10/2017,211153,HAMMERED STACKER  S4,Jewellery,23
1E5EBD65,8/6/2017,194505,DISCO RING  C8,Jewellery,29
1E5EBD65,12/3/2017,169942,CASHMERE STRIPE A4,Handbags & Access,29
1E5EBD65,8/9/2017,157310,LEATHER GLOVE  QA,Handbags & Access,29
1E5EBD65,11/10/2017,179521,"ASHMILLON BERET A0, 1SIZE",Handbags & Access,29
1E5EBD65,10/20/2017,191308,SPARKLE GARDEN RI  ZZ,Jewellery,29
1E5EBD65,10/20/2017,173982,POSTMAN MESSENGER B0,Handbags & Access,29
4CA33AD,8/8/2017,194505,DISCO RING  C8,Jewellery,25
4CA33AD,8/27/2017,186796,MIMOSA PRINT BANG  N4,Jewellery,25
4CA33AD,9/24/2017,222124,INCA STACKERS  H6,Jewellery,25
4CA33AD,8/23/2017,142089,OV SUEDE GLOVE  Y0,Handbags & Access,25
4CA33AD,12/29/2017,204552,MERIBEL BANGLE  TW,Jewellery,25
24129833,10/5/2017,194505,DISCO RING  C8,Jewellery,36
24129833,12/14/2017,167688,CASHMERE STRIPE F4,Handbags & Access,36
1901A43A,9/24/2017,194505,DISCO RING  C8,Jewellery,34
5BFED18,11/9/2017,194505,DISCO RING  C8,Jewellery,54
5BFED18,9/13/2017,147552,LEATHER GLOVE  IE,Handbags & Access,54
5BFED18,8/21/2017,158319,LEATHER GLOVE  S0,Handbags & Access,54
5BFED18,9/11/2017,155500,LEATHER GLOVE  NT,Handbags & Access,54
5BFED18,12/14/2017,191373,BRUSHED MOON RING  T4,Jewellery,54
5BFED18,11/29/2017,219484,SPECKLE WOOD BANG  R8,Jewellery,54
66A3F15,9/23/2017,194505,DISCO RING  C8,Jewellery,27
2B146FCD,9/15/2017,145748,LEATHER GLOVE  D0,Handbags & Access,54
2B146FCD,10/17/2017,145332,LEATHER GLOVE  B0,Handbags & Access,54
2B146FCD,9/2/2017,173982,POSTMAN MESSENGER B0,Handbags & Access,54
2B146FCD,11/7/2017,197201,SPARKLE FLOWER RI  Y4,Jewellery,54
2B146FCD,12/30/2017,140219,OV PLAIN LEATHER  KN,Handbags & Access,54
17C7366C,11/4/2017,145748,LEATHER GLOVE  D0,Handbags & Access,35
17C7366C,12/9/2017,137551,OV PLAIN LEATHER  A0,Handbags & Access,35
17C7366C,10/12/2017,181450,"ASHMILLON SCARF Y0, 1SIZE",Handbags & Access,35
17C7366C,10/4/2017,157310,LEATHER GLOVE  QA,Handbags & Access,35
17C7366C,9/23/2017,122451,CURVE BOW GLOVE  A4,Handbags & Access,35
17C7366C,9/6/2017,126412,SIDE BOW GLOVE  Y0,Handbags & Access,35
15726E62,10/24/2017,145748,LEATHER GLOVE  D0,Handbags & Access,41
15726E62,10/30/2017,176256,MEDINA KIMONO SV,Handbags & Access,41
15726E62,9/19/2017,157310,LEATHER GLOVE  QA,Handbags & Access,41
280C31FA,8/6/2017,145748,LEATHER GLOVE  D0,Handbags & Access,21
280C31FA,11/18/2017,150031,LEATHER GLOVE  J0,Handbags & Access,21
280C31FA,10/27/2017,182555,"CASHMERE STRIPE F4, 1SIZE",Handbags & Access,21
280C31FA,11/17/2017,126412,SIDE BOW GLOVE  Y0,Handbags & Access,21
37221D35,12/26/2017,145748,LEATHER GLOVE  D0,Handbags & Access,43
37221D35,12/23/2017,186796,MIMOSA PRINT BANG  N4,Jewellery,43
37221D35,9/16/2017,157310,LEATHER GLOVE  QA,Handbags & Access,43
37221D35,8/27/2017,153716,LEATHER GLOVE  LN,Handbags & Access,43
464E359,12/10/2017,145748,LEATHER GLOVE  D0,Handbags & Access,25
464E359,9/20/2017,213702,ORGANIC SWIRL BL  Z4,Jewellery,25
1AF9127B,12/26/2017,145748,LEATHER GLOVE  D0,Handbags & Access,26
1AF9127B,8/25/2017,131559,PIPED BOW GLOVE  Y4,Handbags & Access,26
1AF9127B,12/22/2017,158319,LEATHER GLOVE  S0,Handbags & Access,26
1AF9127B,8/2/2017,215392,ANIMAL BANGLE  N4,Jewellery,26
D35281,12/27/2017,145748,LEATHER GLOVE  D0,Handbags & Access,25
D35281,10/7/2017,211153,HAMMERED STACKER  S4,Jewellery,25
D35281,8/6/2017,191787,FLORAL RING  Y4,Jewellery,25
3380EE9D,8/30/2017,145748,LEATHER GLOVE  D0,Handbags & Access,46
3380EE9D,11/15/2017,176256,MEDINA KIMONO SV,Handbags & Access,46
36649F15,10/30/2017,145748,LEATHER GLOVE  D0,Handbags & Access,28
36649F15,11/22/2017,150031,LEATHER GLOVE  J0,Handbags & Access,28
36649F15,9/15/2017,187907,DANGLE BANGLES  A4,Jewellery,28
102ABE60,9/27/2017,145748,LEATHER GLOVE  D0,Handbags & Access,48
102ABE60,9/19/2017,184019,"BOBBLE SCARF F4, 1SIZE",Handbags & Access,48
362D796F,11/7/2017,145748,LEATHER GLOVE  D0,Handbags & Access,31
362D796F,12/6/2017,198742,FACETED DUO BANGL  SZ,Jewellery,31
362D796F,9/23/2017,193499,DAISY DUKE RING  S4,Jewellery,31
362D796F,10/25/2017,167688,CASHMERE STRIPE F4,Handbags & Access,31
362D796F,9/9/2017,182555,"CASHMERE STRIPE F4, 1SIZE",Handbags & Access,31
362D796F,9/27/2017,195053,DISCO RING  Z0,Jewellery,31
362D796F,10/22/2017,195053,DISCO RING  Z0,Jewellery,31
362D796F,12/5/2017,215392,ANIMAL BANGLE  N4,Jewellery,31
362D796F,9/8/2017,200573,ZIG ZAG BANGLE  J4,Jewellery,31
11470AAD,8/5/2017,145748,LEATHER GLOVE  D0,Handbags & Access,30
11470AAD,8/22/2017,204552,MERIBEL BANGLE  TW,Jewellery,30
11470AAD,9/14/2017,151269,LEATHER GLOVE  JX,Handbags & Access,30
3ED463F,9/26/2017,145748,LEATHER GLOVE  D0,Handbags & Access,31
3ED463F,12/30/2017,223062,SPECKLED BANGLE  N4,Jewellery,31
3ED463F,12/20/2017,151661,LEATHER GLOVE  KN,Handbags & Access,31
3ED463F,9/13/2017,141861,OV PLAIN LEATHER  Y0,Handbags & Access,31
3ED463F,8/25/2017,155582,LEATHER GLOVE  P0,Handbags & Access,31
3ED463F,8/19/2017,181610,"ASHMILLON SCARF B0, 1SIZE",Handbags & Access,31
24E4CC72,11/14/2017,145748,LEATHER GLOVE  D0,Handbags & Access,23
24E4CC72,8/24/2017,169942,CASHMERE STRIPE A4,Handbags & Access,23
24E4CC72,8/26/2017,187907,DANGLE BANGLES  A4,Jewellery,23
24E4CC72,11/18/2017,185847,"PLAIN WOOL/SILK NP, 1SIZE",Handbags & Access,23
1F3025F9,11/12/2017,145748,LEATHER GLOVE  D0,Handbags & Access,26
1F3025F9,11/17/2017,138907,OV PLAIN LEATHER  B0,Handbags & Access,26
1F3025F9,9/28/2017,131559,PIPED BOW GLOVE  Y4,Handbags & Access,26
1F3025F9,9/11/2017,204552,MERIBEL BANGLE  TW,Jewellery,26
503523B,11/12/2017,145748,LEATHER GLOVE  D0,Handbags & Access,39
27FFC125,10/4/2017,145748,LEATHER GLOVE  D0,Handbags & Access,37
27FFC125,12/6/2017,176256,MEDINA KIMONO SV,Handbags & Access,37
27FFC125,8/29/2017,213702,ORGANIC SWIRL BL  Z4,Jewellery,37
83D30C7,9/22/2017,145748,LEATHER GLOVE  D0,Handbags & Access,37
83D30C7,8/4/2017,143768,LEATHER GLOVE  AS,Handbags & Access,37
83D30C7,11/13/2017,212118,GYPSY STACK BANGL  NL,Jewellery,37
83D30C7,12/10/2017,204552,MERIBEL BANGLE  TW,Jewellery,37
83D30C7,12/27/2017,164260,ASHMILLON BERET A0,Handbags & Access,37
8D41203,9/24/2017,145748,LEATHER GLOVE  D0,Handbags & Access,49
8D41203,10/30/2017,122451,CURVE BOW GLOVE  A4,Handbags & Access,49
8D41203,9/13/2017,129446,MULTI BUTTON GLOV  VS,Handbags & Access,49
8D41203,11/11/2017,124549,PIPED DRIVING GLO  F0,Handbags & Access,49
8D41203,8/17/2017,164260,ASHMILLON BERET A0,Handbags & Access,49
8D41203,10/31/2017,200573,ZIG ZAG BANGLE  J4,Jewellery,49
15B9292D,10/20/2017,145748,LEATHER GLOVE  D0,Handbags & Access,24
15B9292D,9/17/2017,122451,CURVE BOW GLOVE  A4,Handbags & Access,24
15B9292D,11/2/2017,166102,ASHMILLON SCARF Y0,Handbags & Access,24
15B9292D,12/7/2017,191373,BRUSHED MOON RING  T4,Jewellery,24
59A2C9,10/2/2017,145748,LEATHER GLOVE  D0,Handbags & Access,46
59A2C9,10/10/2017,122451,CURVE BOW GLOVE  A4,Handbags & Access,46
2995085C,8/9/2017,145748,LEATHER GLOVE  D0,Handbags & Access,30
2995085C,12/10/2017,137551,OV PLAIN LEATHER  A0,Handbags & Access,30
2995085C,10/28/2017,162348,ASHMILLON GLOVE B0,Handbags & Access,30
A49C504,12/24/2017,145748,LEATHER GLOVE  D0,Handbags & Access,38
A49C504,10/31/2017,186064,"MEDINA KIMONO SV, 1SIZE",Handbags & Access,38
A49C504,12/11/2017,148301,LEATHER GLOVE  IK,Handbags & Access,38
A49C504,11/24/2017,211153,HAMMERED STACKER  S4,Jewellery,38
82F4C12,12/5/2017,145748,LEATHER GLOVE  D0,Handbags & Access,50
82F4C12,10/10/2017,182555,"CASHMERE STRIPE F4, 1SIZE",Handbags & Access,50
82F4C12,10/9/2017,191308,SPARKLE GARDEN RI  ZZ,Jewellery,50
82F4C12,11/4/2017,181610,"ASHMILLON SCARF B0, 1SIZE",Handbags & Access,50
82F4C12,8/27/2017,181610,"ASHMILLON SCARF B0, 1SIZE",Handbags & Access,50
27B3334B,9/1/2017,145748,LEATHER GLOVE  D0,Handbags & Access,20
27B3334B,9/14/2017,187907,DANGLE BANGLES  A4,Jewellery,20
19034058,10/23/2017,145748,LEATHER GLOVE  D0,Handbags & Access,22
19034058,8/26/2017,183306,"CASHMERE STRIPE A4, 1SIZE",Handbags & Access,22
19034058,8/22/2017,212118,GYPSY STACK BANGL  NL,Jewellery,22
19034058,9/19/2017,204552,MERIBEL BANGLE  TW,Jewellery,22
F950714,8/13/2017,145748,LEATHER GLOVE  D0,Handbags & Access,43
F950714,10/2/2017,222124,INCA STACKERS  H6,Jewellery,43
F950714,10/7/2017,172185,BOBBLE SCARF F4,Handbags & Access,43
1A5EBD2E,10/16/2017,145748,LEATHER GLOVE  D0,Handbags & Access,36
8D70DB6,12/16/2017,145748,LEATHER GLOVE  D0,Handbags & Access,23
8D70DB6,10/24/2017,181450,"ASHMILLON SCARF Y0, 1SIZE",Handbags & Access,23
8D70DB6,11/13/2017,191787,FLORAL RING  Y4,Jewellery,23
31F7C267,10/8/2017,145748,LEATHER GLOVE  D0,Handbags & Access,40
31F7C267,9/16/2017,181450,"ASHMILLON SCARF Y0, 1SIZE",Handbags & Access,40
31F7C267,9/19/2017,198742,FACETED DUO BANGL  SZ,Jewellery,40
2C764FD,8/8/2017,145748,LEATHER GLOVE  D0,Handbags & Access,20
2C764FD,9/21/2017,186064,"MEDINA KIMONO SV, 1SIZE",Handbags & Access,20
2C764FD,8/21/2017,181450,"ASHMILLON SCARF Y0, 1SIZE",Handbags & Access,20
2C764FD,8/2/2017,157310,LEATHER GLOVE  QA,Handbags & Access,20
1F57012F,11/18/2017,145748,LEATHER GLOVE  D0,Handbags & Access,47
1F57012F,11/14/2017,215392,ANIMAL BANGLE  N4,Jewellery,47
21BAE7C,12/1/2017,145748,LEATHER GLOVE  D0,Handbags & Access,26
21BAE7C,8/28/2017,187907,DANGLE BANGLES  A4,Jewellery,26
21BAE7C,12/19/2017,122451,CURVE BOW GLOVE  A4,Handbags & Access,26
21BAE7C,8/11/2017,202579,MIDAS TOUCH BANGL  ZZ,Jewellery,26
464FAB5,12/16/2017,145748,LEATHER GLOVE  D0,Handbags & Access,32
464FAB5,11/16/2017,155500,LEATHER GLOVE  NT,Handbags & Access,32
464FAB5,11/27/2017,155500,LEATHER GLOVE  NT,Handbags & Access,32
27C53FB6,9/24/2017,145748,LEATHER GLOVE  D0,Handbags & Access,27
27C53FB6,8/23/2017,166102,ASHMILLON SCARF Y0,Handbags & Access,27
27C53FB6,8/16/2017,160639,ASHMILLON GLOVE A0,Handbags & Access,27
C348799,10/6/2017,223062,SPECKLED BANGLE  N4,Jewellery,45
C348799,11/2/2017,135119,PATENT CHARM GLOV  Y4,Handbags & Access,45
C348799,10/11/2017,148301,LEATHER GLOVE  IK,Handbags & Access,45
C348799,12/30/2017,184019,"BOBBLE SCARF F4, 1SIZE",Handbags & Access,45
C348799,8/12/2017,191308,SPARKLE GARDEN RI  ZZ,Jewellery,45
C348799,10/5/2017,200573,ZIG ZAG BANGLE  J4,Jewellery,45
239C2664,8/7/2017,223062,SPECKLED BANGLE  N4,Jewellery,29
239C2664,11/17/2017,222124,INCA STACKERS  H6,Jewellery,29
239C2664,11/25/2017,142089,OV SUEDE GLOVE  Y0,Handbags & Access,29
2B468D17,8/27/2017,223062,SPECKLED BANGLE  N4,Jewellery,24
164188B,11/20/2017,223062,SPECKLED BANGLE  N4,Jewellery,45
164188B,8/30/2017,135119,PATENT CHARM GLOV  Y4,Handbags & Access,45
164188B,12/25/2017,185847,"PLAIN WOOL/SILK NP, 1SIZE",Handbags & Access,45
13FAEAC2,11/15/2017,223062,SPECKLED BANGLE  N4,Jewellery,30
1B34D433,8/14/2017,223062,SPECKLED BANGLE  N4,Jewellery,46
1B34D433,8/2/2017,166408,ASHMILLON SCARF B0,Handbags & Access,46
1B34D433,12/8/2017,157310,LEATHER GLOVE  QA,Handbags & Access,46
1B34D433,8/7/2017,167688,CASHMERE STRIPE F4,Handbags & Access,46
1B34D433,8/5/2017,181610,"ASHMILLON SCARF B0, 1SIZE",Handbags & Access,46
32C4FF2B,8/2/2017,223062,SPECKLED BANGLE  N4,Jewellery,49
32C4FF2B,8/22/2017,155582,LEATHER GLOVE  P0,Handbags & Access,49
32C4FF2B,10/29/2017,189455,ZEBRA BANGLE  Y4,Jewellery,49
32C4FF2B,8/1/2017,219484,SPECKLE WOOD BANG  R8,Jewellery,49
314E2CB7,10/21/2017,223062,SPECKLED BANGLE  N4,Jewellery,50
314E2CB7,11/17/2017,143768,LEATHER GLOVE  AS,Handbags & Access,50
314E2CB7,10/6/2017,219484,SPECKLE WOOD BANG  R8,Jewellery,50
31671530,9/12/2017,223062,SPECKLED BANGLE  N4,Jewellery,22
31671530,12/13/2017,198742,FACETED DUO BANGL  SZ,Jewellery,22
31671530,8/29/2017,129446,MULTI BUTTON GLOV  VS,Handbags & Access,22
779ABAA,8/15/2017,223062,SPECKLED BANGLE  N4,Jewellery,33
779ABAA,11/30/2017,162348,ASHMILLON GLOVE B0,Handbags & Access,33
779ABAA,8/3/2017,142089,OV SUEDE GLOVE  Y0,Handbags & Access,33
779ABAA,12/21/2017,182555,"CASHMERE STRIPE F4, 1SIZE",Handbags & Access,33
779ABAA,11/29/2017,191308,SPARKLE GARDEN RI  ZZ,Jewellery,33
779ABAA,10/13/2017,137072,ANIMAL BUCKLE GLO  SH,Handbags & Access,33
779ABAA,11/7/2017,191787,FLORAL RING  Y4,Jewellery,33
18040B26,10/30/2017,223062,SPECKLED BANGLE  N4,Jewellery,21
18040B26,8/28/2017,138907,OV PLAIN LEATHER  B0,Handbags & Access,21
18040B26,12/14/2017,135119,PATENT CHARM GLOV  Y4,Handbags & Access,21
18040B26,8/25/2017,169942,CASHMERE STRIPE A4,Handbags & Access,21
1CA6C3D9,10/30/2017,223062,SPECKLED BANGLE  N4,Jewellery,23
1CA6C3D9,11/6/2017,167688,CASHMERE STRIPE F4,Handbags & Access,23
1CA6C3D9,10/26/2017,189455,ZEBRA BANGLE  Y4,Jewellery,23
38900A41,11/29/2017,223062,SPECKLED BANGLE  N4,Jewellery,55
38900A41,12/25/2017,135119,PATENT CHARM GLOV  Y4,Handbags & Access,55
38900A41,11/15/2017,225315,SPICE BANGLE  N4,Jewellery,55
38900A41,10/6/2017,167688,CASHMERE STRIPE F4,Handbags & Access,55
38900A41,10/29/2017,141244,OV PLAIN LEATHER  SH,Handbags & Access,55
39FC9DE9,12/19/2017,223062,SPECKLED BANGLE  N4,Jewellery,38
39FC9DE9,11/16/2017,126412,SIDE BOW GLOVE  Y0,Handbags & Access,38
1D0E756C,10/31/2017,223062,SPECKLED BANGLE  N4,Jewellery,25
1D0E756C,12/10/2017,212118,GYPSY STACK BANGL  NL,Jewellery,25
1D0E756C,8/25/2017,204552,MERIBEL BANGLE  TW,Jewellery,25
1D0E756C,8/27/2017,173982,POSTMAN MESSENGER B0,Handbags & Access,25
1D0E756C,11/14/2017,126412,SIDE BOW GLOVE  Y0,Handbags & Access,25
38E2A6B4,9/6/2017,223062,SPECKLED BANGLE  N4,Jewellery,28
38E2A6B4,12/1/2017,141244,OV PLAIN LEATHER  SH,Handbags & Access,28
1CD0DCC4,8/12/2017,223062,SPECKLED BANGLE  N4,Jewellery,24
1CD0DCC4,12/1/2017,215392,ANIMAL BANGLE  N4,Jewellery,24
642AACF,9/7/2017,223062,SPECKLED BANGLE  N4,Jewellery,22
642AACF,11/16/2017,186796,MIMOSA PRINT BANG  N4,Jewellery,22
642AACF,12/28/2017,186064,"MEDINA KIMONO SV, 1SIZE",Handbags & Access,22
642AACF,9/16/2017,143768,LEATHER GLOVE  AS,Handbags & Access,22
642AACF,10/24/2017,166408,ASHMILLON SCARF B0,Handbags & Access,22
3A4B3B90,11/18/2017,223062,SPECKLED BANGLE  N4,Jewellery,33
3A4B3B90,11/24/2017,223062,SPECKLED BANGLE  N4,Jewellery,33
3A4B3B90,8/30/2017,147552,LEATHER GLOVE  IE,Handbags & Access,33
3A4B3B90,11/24/2017,189455,ZEBRA BANGLE  Y4,Jewellery,33
3A4B3B90,9/13/2017,181610,"ASHMILLON SCARF B0, 1SIZE",Handbags & Access,33
3A4B3B90,11/5/2017,215392,ANIMAL BANGLE  N4,Jewellery,33
3745180,11/20/2017,223062,SPECKLED BANGLE  N4,Jewellery,33
3745180,8/11/2017,213228,GYPSY STACK BANGL  W5,Jewellery,33
3745180,12/5/2017,211153,HAMMERED STACKER  S4,Jewellery,33
28354BB8,10/5/2017,223062,SPECKLED BANGLE  N4,Jewellery,39
28354BB8,10/2/2017,186064,"MEDINA KIMONO SV, 1SIZE",Handbags & Access,39
B022F71,12/9/2017,223062,SPECKLED BANGLE  N4,Jewellery,21
B022F71,11/8/2017,158319,LEATHER GLOVE  S0,Handbags & Access,21
B022F71,9/8/2017,167688,CASHMERE STRIPE F4,Handbags & Access,21
B022F71,10/14/2017,179521,"ASHMILLON BERET A0, 1SIZE",Handbags & Access,21
1F56E9E9,10/17/2017,223062,SPECKLED BANGLE  N4,Jewellery,22
2C8ABAFC,11/21/2017,223062,SPECKLED BANGLE  N4,Jewellery,51
2C8ABAFC,11/22/2017,176256,MEDINA KIMONO SV,Handbags & Access,51
2C8ABAFC,9/2/2017,222124,INCA STACKERS  H6,Jewellery,51
169970B4,12/26/2017,223062,SPECKLED BANGLE  N4,Jewellery,39
169970B4,9/30/2017,186796,MIMOSA PRINT BANG  N4,Jewellery,39
169970B4,11/28/2017,150031,LEATHER GLOVE  J0,Handbags & Access,39
169970B4,12/31/2017,128697,STUDDED BOW GLOVE  Y0,Handbags & Access,39
2169EE5A,9/26/2017,223062,SPECKLED BANGLE  N4,Jewellery,29
2169EE5A,12/13/2017,138907,OV PLAIN LEATHER  B0,Handbags & Access,29
2169EE5A,11/8/2017,193499,DAISY DUKE RING  S4,Jewellery,29
2169EE5A,9/10/2017,166102,ASHMILLON SCARF Y0,Handbags & Access,29
2169EE5A,10/21/2017,206439,HAMMERED STACKER  AN,Jewellery,29
